house_size_m2,rooms,floor,open_kitchen,parking_spaces,house_age,garden,bathrooms,toilets,distance_to_city_center_km,municipality,property_type,sauna,balcony_terrace,heating_system,condition,plot_size_m2,energy_rating,price_thousand_eur
57,3,1,0,0,4,0,1,1,15.5,Espoo,Apartment,0,0,Electric heating,Excellent,0,C,173
60,2,4,1,0,21,0,1,1,5.6,Oulu,Apartment,0,0,District heating,Fair,0,D,103
127,4,5,1,1,14,0,2,2,11.7,Helsinki,Apartment,0,1,District heating,Good,0,C,407
117,5,1,0,1,58,0,2,3,4.9,Turku,Apartment,0,1,District heating,Excellent,0,E,226
79,3,2,1,0,59,0,2,2,1.5,Jyväskylä,Apartment,0,0,District heating,Good,0,F,141
74,3,7,1,1,19,0,1,1,0.8,Turku,Apartment,0,1,District heating,Excellent,0,C,218
108,4,0,0,2,28,1,2,2,7.5,Oulu,Semi-detached house,1,0,Air-source heat pump,Fair,650,D,238
71,3,0,0,1,50,1,1,1,1.9,Oulu,Apartment,0,0,District heating,Good,0,D,139
93,4,0,1,1,50,0,1,1,2.1,Pori,Apartment,0,1,District heating,Good,0,E,101
118,5,1,0,1,93,0,2,2,5.5,Helsinki,Apartment,0,0,District heating,Good,0,F,331
131,5,0,0,1,65,0,2,2,1.1,Lahti,Apartment,0,0,Air-source heat pump,Fair,0,E,153
39,1,2,1,1,3,0,1,1,3.6,Tampere,Apartment,0,1,District heating,Excellent,0,B,142
118,5,4,1,1,61,0,2,3,5.9,Helsinki,Apartment,0,1,District heating,Fair,0,F,381
96,4,7,1,1,11,0,2,2,2.4,Espoo,Apartment,1,1,District heating,Good,0,C,399
40,2,5,0,1,26,0,1,1,5.7,Oulu,Apartment,0,1,District heating,Good,0,C,87
119,4,0,0,2,50,1,2,2,2.8,Lahti,Detached house,1,1,Air-source heat pump,Excellent,1260,D,210
71,2,0,0,0,16,0,1,1,3.3,Helsinki,Apartment,0,1,District heating,Excellent,0,B,302
106,4,3,0,1,24,0,2,3,2.6,Tampere,Apartment,0,0,District heating,Needs renovation,0,C,257
109,4,0,0,1,34,0,1,1,5.5,Helsinki,Apartment,0,0,District heating,Excellent,0,D,383
169,7,0,0,1,0,0,2,2,4.8,Tampere,Detached house,1,1,Air-source heat pump,New,1915,A,473
49,2,6,0,1,36,0,1,1,4.7,Helsinki,Apartment,0,1,Electric heating,Good,0,D,227
64,3,2,1,1,37,0,1,1,5.1,Espoo,Apartment,0,1,District heating,Fair,0,E,171
49,2,2,1,0,8,0,1,1,13.8,Espoo,Apartment,0,1,District heating,Needs renovation,0,C,126
136,5,2,1,1,3,0,2,3,0.7,Tampere,Apartment,0,1,District heating,Good,0,B,434
48,2,3,0,0,48,0,1,1,5.3,Helsinki,Apartment,0,1,District heating,Good,0,E,156
93,4,0,0,1,30,1,2,2,12.3,Pori,Detached house,0,0,Air-source heat pump,Good,2655,C,109
118,4,0,1,1,0,1,1,2,3.7,Tampere,Terraced house,1,1,Electric heating,New,725,A,375
75,4,1,0,1,29,0,2,2,4.5,Oulu,Apartment,0,1,District heating,Fair,0,E,138
142,5,0,1,1,33,1,2,3,1.8,Tampere,Semi-detached house,0,1,District heating,Fair,420,E,325
35,1,0,1,1,13,0,1,1,2.2,Pori,Apartment,0,1,District heating,Good,0,C,49
48,2,0,0,1,9,0,1,1,1.2,Tampere,Apartment,0,0,District heating,Excellent,0,B,146
95,4,0,0,1,59,1,1,1,17.3,Espoo,Terraced house,0,1,Oil heating,Fair,450,G,220
109,5,1,1,1,29,0,2,2,2.1,Helsinki,Apartment,0,1,District heating,Fair,0,D,432
120,4,0,0,1,26,1,1,1,5.4,Jyväskylä,Detached house,0,1,District heating,Excellent,1590,D,241
58,2,1,0,1,25,0,1,1,4.7,Espoo,Apartment,0,1,District heating,Good,0,C,201
94,3,3,0,1,25,0,1,1,1.8,Oulu,Apartment,0,1,District heating,Fair,0,C,176
51,2,3,0,0,47,0,1,1,4.0,Jyväskylä,Apartment,0,0,District heating,Needs renovation,0,E,71
106,5,0,0,2,36,0,1,1,7.2,Turku,Semi-detached house,0,1,Electric heating,Excellent,380,D,201
65,2,6,1,1,20,0,1,2,4.7,Turku,Apartment,0,1,District heating,Good,0,D,152
80,3,0,1,1,13,0,1,1,7.7,Espoo,Apartment,0,0,District heating,Fair,0,C,238
54,2,3,0,1,5,0,1,1,1.8,Lahti,Apartment,0,1,Electric heating,Excellent,0,B,106
218,7,0,0,1,50,1,3,3,20.8,Vantaa,Detached house,1,1,Geothermal,Good,1065,E,422
67,3,0,0,1,51,1,2,2,5.0,Kuopio,Terraced house,1,1,District heating,Good,470,D,113
106,5,0,1,0,1,1,1,1,6.6,Helsinki,Detached house,1,1,Electric heating,New,820,C,559
100,4,0,0,0,4,0,2,2,4.8,Helsinki,Apartment,1,1,District heating,Good,0,A,455
43,2,5,1,1,58,0,1,1,4.8,Helsinki,Apartment,0,1,District heating,Good,0,F,171
43,2,4,1,1,26,0,1,1,5.7,Lahti,Apartment,0,1,District heating,Needs renovation,0,C,61
49,3,0,0,1,52,0,2,2,21.2,Vantaa,Apartment,0,0,Air-source heat pump,Excellent,0,E,96
99,4,0,1,1,65,1,2,2,7.1,Kuopio,Semi-detached house,0,1,Geothermal,Needs renovation,1410,F,128
69,3,0,0,1,49,1,1,1,5.2,Jyväskylä,Semi-detached house,1,1,Wood heating,Fair,325,F,108
86,3,4,0,1,26,0,1,2,15.0,Vantaa,Apartment,0,1,Geothermal,Fair,0,C,166
59,3,1,0,0,63,0,1,1,5.0,Helsinki,Apartment,0,0,District heating,Excellent,0,F,222
64,3,0,1,0,6,0,1,1,4.0,Espoo,Apartment,0,1,Electric heating,Good,0,C,225
33,1,0,0,1,27,1,1,1,4.3,Helsinki,Apartment,0,0,District heating,Good,0,C,151
82,3,0,0,1,69,1,2,3,4.6,Pori,Semi-detached house,1,1,Electric heating,Excellent,470,G,81
98,3,0,0,1,3,1,1,1,15.9,Vantaa,Semi-detached house,1,1,Air-source heat pump,Excellent,1320,B,309
69,3,0,1,1,8,1,1,1,2.6,Tampere,Semi-detached house,0,0,Electric heating,Good,250,C,198
32,1,4,0,0,17,0,1,1,5.0,Helsinki,Apartment,0,1,District heating,Fair,0,C,122
57,2,0,0,1,52,0,1,1,9.5,Helsinki,Apartment,0,1,District heating,Fair,0,F,161
35,2,3,1,1,51,0,1,1,4.2,Helsinki,Apartment,0,0,District heating,Needs renovation,0,F,135
48,2,0,1,2,20,1,1,1,4.9,Tampere,Apartment,0,1,District heating,Good,0,C,154
73,2,2,0,1,11,0,1,1,3.9,Espoo,Apartment,0,1,District heating,Good,0,C,270
86,4,1,0,1,29,0,1,1,4.5,Oulu,Apartment,0,1,District heating,Good,0,C,146
60,2,0,0,1,4,1,1,1,7.2,Vantaa,Apartment,0,1,Electric heating,Good,0,B,154
59,2,1,0,1,50,0,1,2,1.2,Tampere,Apartment,0,0,District heating,Fair,0,D,163
63,3,3,0,1,2,0,1,1,5.7,Oulu,Apartment,0,1,District heating,New,0,B,149
70,3,0,0,2,66,1,1,2,7.9,Turku,Semi-detached house,0,1,Air-source heat pump,Fair,260,F,121
51,3,7,0,1,26,0,1,1,3.3,Oulu,Apartment,0,0,District heating,Good,0,B,126
64,2,1,1,1,5,0,1,1,3.0,Tampere,Apartment,0,1,District heating,New,0,A,207
107,4,0,1,3,17,1,2,3,13.8,Vantaa,Semi-detached house,1,1,Geothermal,Good,785,B,358
98,4,1,0,1,19,0,1,2,14.3,Helsinki,Apartment,0,1,District heating,Good,0,B,322
57,2,1,1,0,29,0,1,2,1.6,Tampere,Apartment,0,1,District heating,Good,0,D,156
83,3,7,1,0,5,0,2,2,4.6,Helsinki,Apartment,0,0,District heating,Good,0,C,351
69,2,0,1,1,17,1,1,1,22.9,Tampere,Terraced house,0,1,Air-source heat pump,Needs renovation,285,C,110
39,2,2,1,0,28,0,1,1,9.6,Helsinki,Apartment,0,1,District heating,Fair,0,E,137
278,9,0,1,2,8,1,3,3,3.3,Turku,Detached house,1,1,Electric heating,Excellent,1430,B,584
51,2,1,0,0,42,0,1,1,1.8,Tampere,Apartment,0,1,District heating,Fair,0,E,121
99,3,0,0,1,22,0,1,1,5.1,Turku,Apartment,0,0,Air-source heat pump,Good,0,C,218
77,3,3,0,1,5,0,2,2,6.4,Helsinki,Apartment,0,1,District heating,Excellent,0,C,349
69,3,4,1,0,25,0,1,1,2.3,Helsinki,Apartment,0,1,District heating,Fair,0,D,268
117,4,3,1,1,3,0,2,2,4.0,Turku,Apartment,0,1,District heating,New,0,A,308
46,2,1,0,1,4,0,1,1,6.3,Helsinki,Apartment,0,1,District heating,New,0,B,238
33,2,0,1,0,31,0,1,1,3.1,Helsinki,Apartment,0,1,Air-source heat pump,Needs renovation,0,D,122
84,4,0,1,2,45,1,2,2,9.1,Lahti,Detached house,1,1,District heating,Needs renovation,625,F,89
74,3,3,0,0,60,0,1,1,3.7,Helsinki,Apartment,0,1,District heating,Good,0,F,242
66,2,0,0,1,4,0,1,1,4.8,Lahti,Apartment,0,1,District heating,Excellent,0,B,103
60,2,3,1,1,24,0,1,1,15.6,Tampere,Apartment,0,1,Electric heating,Fair,0,D,110
74,2,0,0,1,28,0,1,1,1.9,Helsinki,Apartment,0,0,District heating,Fair,0,E,274
83,3,0,1,2,40,1,1,1,6.5,Helsinki,Semi-detached house,0,1,Wood heating,Good,275,F,349
183,7,0,1,2,41,1,2,3,23.8,Vantaa,Detached house,1,1,Electric heating,Needs renovation,2470,E,253
81,3,0,1,1,58,0,1,1,6.7,Helsinki,Apartment,0,0,District heating,Good,0,E,252
67,3,0,0,1,24,1,1,1,3.6,Tampere,Apartment,0,1,District heating,Good,0,C,177
75,3,2,1,1,22,0,1,1,6.2,Jyväskylä,Apartment,0,1,Electric heating,Excellent,0,C,155
58,2,0,1,1,4,0,1,1,2.3,Vantaa,Apartment,1,0,District heating,Excellent,0,C,184
60,2,0,0,1,37,0,1,2,2.0,Helsinki,Apartment,0,1,District heating,Excellent,0,C,262
84,2,2,0,0,27,0,1,1,1.7,Tampere,Apartment,0,1,District heating,Good,0,C,219
97,5,0,0,1,38,1,1,1,5.6,Espoo,Terraced house,0,1,Air-source heat pump,Fair,320,C,363
131,6,3,0,1,0,0,2,2,8.2,Vantaa,Apartment,0,1,District heating,New,0,B,401
65,2,13,1,1,59,0,1,1,6.3,Helsinki,Apartment,1,0,District heating,Good,0,G,230
73,2,0,1,1,10,0,1,1,9.0,Jyväskylä,Apartment,0,1,District heating,Excellent,0,B,126
60,3,0,0,1,5,1,1,1,6.8,Vantaa,Apartment,0,0,District heating,Excellent,0,A,180
52,2,1,1,0,40,0,1,1,6.8,Oulu,Apartment,0,0,Electric heating,Needs renovation,0,E,64
140,5,0,0,1,32,1,2,2,3.7,Kuopio,Terraced house,0,1,District heating,Excellent,800,C,302
76,4,0,1,1,2,0,2,2,6.8,Lahti,Apartment,0,1,District heating,New,0,A,135
73,3,2,0,1,46,0,1,1,1.7,Lahti,Apartment,0,1,District heating,Needs renovation,0,E,83
64,2,0,1,1,33,0,1,1,8.5,Vantaa,Apartment,0,1,District heating,Good,0,E,144
80,4,1,0,1,33,0,1,1,2.7,Tampere,Apartment,0,1,Air-source heat pump,Excellent,0,C,218
74,3,2,1,1,74,0,1,1,2.4,Turku,Apartment,0,1,District heating,Fair,0,F,139
122,5,1,0,0,34,0,2,2,3.3,Tampere,Apartment,1,1,District heating,Fair,0,D,283
123,4,3,0,1,10,0,2,2,5.3,Vantaa,Apartment,1,1,District heating,Fair,0,B,345
85,3,7,1,0,28,0,2,2,5.6,Helsinki,Apartment,0,1,Geothermal,Fair,0,C,284
62,2,5,0,1,79,0,1,1,4.5,Helsinki,Apartment,0,0,District heating,Needs renovation,0,G,156
102,5,0,0,3,30,1,2,2,4.2,Turku,Detached house,1,1,Oil heating,Good,470,D,209
59,2,2,0,1,46,0,1,1,11.6,Vantaa,Apartment,0,1,District heating,Good,0,E,129
53,3,4,0,1,10,0,1,1,5.2,Espoo,Apartment,0,1,District heating,Good,0,B,212
128,5,0,1,1,45,1,2,2,14.9,Espoo,Detached house,1,1,Oil heating,Good,1560,F,400
42,2,1,1,1,12,0,1,1,1.9,Tampere,Apartment,0,0,District heating,Fair,0,C,121
70,3,1,0,1,19,0,1,1,2.8,Turku,Apartment,0,1,District heating,Fair,0,B,162
53,2,2,0,1,8,0,1,1,3.8,Helsinki,Apartment,0,1,District heating,Good,0,B,261
40,2,1,1,0,21,0,1,1,2.2,Turku,Apartment,0,0,District heating,Good,0,B,95
71,3,1,1,1,1,0,1,1,7.3,Vantaa,Apartment,0,1,District heating,New,0,A,249
55,2,0,0,1,25,1,1,1,5.7,Helsinki,Apartment,0,0,District heating,Excellent,0,B,249
79,4,0,0,1,42,1,1,1,2.7,Tampere,Terraced house,0,1,District heating,Needs renovation,395,D,174
54,3,5,1,1,20,0,1,1,3.2,Jyväskylä,Apartment,0,1,Geothermal,Excellent,0,B,142
124,5,0,1,2,0,1,2,2,12.7,Vantaa,Detached house,1,1,Air-source heat pump,New,1295,B,420
132,6,0,1,1,23,0,2,2,21.7,Vantaa,Terraced house,1,1,District heating,Good,535,D,279
56,2,3,0,0,36,0,1,1,4.1,Jyväskylä,Apartment,0,1,District heating,Fair,0,C,86
67,2,5,0,1,26,0,1,2,4.7,Espoo,Apartment,0,0,District heating,Needs renovation,0,E,193
91,4,0,1,1,18,1,2,2,2.1,Jyväskylä,Detached house,1,1,District heating,Fair,875,D,207
110,4,1,0,1,20,0,2,2,2.4,Tampere,Apartment,0,1,District heating,Fair,0,C,261
100,3,1,1,1,18,0,2,2,5.3,Espoo,Apartment,0,0,District heating,Excellent,0,C,390
64,2,0,0,0,68,1,1,1,6.2,Turku,Apartment,0,0,District heating,Good,0,F,109
91,4,0,0,1,48,0,2,2,0.9,Tampere,Apartment,0,1,District heating,Needs renovation,0,E,215
100,5,0,1,0,25,1,1,1,13.2,Helsinki,Terraced house,1,1,Geothermal,Good,220,C,419
43,2,3,1,1,21,0,1,1,7.6,Vantaa,Apartment,0,1,Electric heating,Excellent,0,A,128
39,2,3,1,1,1,0,1,1,3.4,Espoo,Apartment,0,0,District heating,New,0,A,207
120,5,3,1,1,9,0,2,2,2.4,Oulu,Apartment,0,1,District heating,Excellent,0,B,262
46,2,0,0,0,54,0,1,1,5.3,Oulu,Apartment,0,0,District heating,Good,0,E,72
49,2,5,0,1,29,0,1,1,1.4,Turku,Apartment,0,1,Electric heating,Good,0,D,130
50,2,7,1,0,54,0,1,1,1.7,Turku,Apartment,0,0,District heating,Fair,0,E,100
87,3,2,1,1,53,0,1,2,2.2,Turku,Apartment,1,0,District heating,Fair,0,D,157
131,6,4,0,1,7,0,2,2,9.9,Espoo,Apartment,0,1,District heating,Excellent,0,C,456
68,2,2,1,1,32,0,1,1,3.7,Espoo,Apartment,0,1,District heating,Fair,0,D,206
44,2,0,1,1,56,0,1,1,5.5,Vantaa,Apartment,0,0,District heating,Needs renovation,0,F,80
64,3,3,0,0,49,0,1,1,3.6,Helsinki,Apartment,0,1,District heating,Good,0,F,220
93,4,2,0,2,9,0,2,2,14.2,Helsinki,Apartment,0,1,Electric heating,Good,0,B,335
87,4,0,0,0,20,0,1,2,2.8,Helsinki,Apartment,0,0,District heating,Good,0,C,326
106,4,4,1,1,7,0,1,1,8.4,Espoo,Apartment,0,1,District heating,Fair,0,B,370
116,4,6,0,1,38,0,2,2,14.6,Espoo,Apartment,1,1,District heating,Excellent,0,D,322
52,2,4,1,1,12,0,1,1,2.3,Oulu,Apartment,0,1,District heating,Needs renovation,0,C,108
121,5,0,1,3,4,1,2,2,9.2,Kuopio,Detached house,0,0,Geothermal,Good,1465,B,240
71,2,1,1,0,3,0,1,1,7.6,Lahti,Apartment,0,1,District heating,Excellent,0,C,105
56,3,2,0,0,36,0,1,1,2.0,Turku,Apartment,0,1,District heating,Fair,0,C,129
46,2,0,0,0,83,0,1,1,2.9,Turku,Apartment,0,1,District heating,Needs renovation,0,G,58
68,3,2,1,1,0,0,1,1,1.9,Lahti,Apartment,0,1,Electric heating,Good,0,C,142
53,2,3,1,0,13,0,1,1,1.5,Tampere,Apartment,0,0,Air-source heat pump,Good,0,B,176
138,5,0,1,2,36,1,2,3,6.2,Pori,Detached house,0,1,Oil heating,Fair,2325,G,137
119,4,1,0,2,40,0,2,3,2.2,Helsinki,Apartment,1,1,District heating,Fair,0,D,421
85,3,0,0,1,60,1,2,2,6.3,Helsinki,Semi-detached house,0,1,Air-source heat pump,Needs renovation,1095,F,381
139,5,0,0,1,2,1,2,2,3.7,Jyväskylä,Detached house,1,1,Electric heating,Excellent,1265,B,349
58,2,5,0,0,72,0,1,1,3.1,Turku,Apartment,0,1,District heating,Fair,0,G,93
45,2,2,1,1,32,0,1,1,14.2,Turku,Apartment,0,1,District heating,Good,0,D,77
59,2,0,0,1,71,0,1,1,1.8,Turku,Apartment,0,0,Electric heating,Good,0,F,102
101,3,1,0,1,30,0,2,3,2.6,Jyväskylä,Apartment,0,1,Oil heating,Needs renovation,0,F,129
63,2,2,0,0,27,0,1,1,3.4,Tampere,Apartment,0,1,District heating,Excellent,0,B,182
71,4,2,1,1,10,0,2,2,4.5,Helsinki,Apartment,0,1,District heating,Good,0,B,341
69,3,0,0,1,34,0,2,3,3.7,Oulu,Apartment,0,0,District heating,Good,0,D,119
49,2,3,1,0,14,0,1,1,4.2,Vantaa,Apartment,0,1,District heating,Good,0,B,139
46,2,2,0,0,5,0,1,1,1.8,Tampere,Apartment,0,1,District heating,New,0,A,165
46,2,3,0,1,16,0,1,1,4.7,Espoo,Apartment,0,1,District heating,Fair,0,D,148
76,3,0,1,2,4,1,2,3,5.8,Helsinki,Terraced house,0,1,Electric heating,Excellent,280,B,431
143,5,0,0,2,29,1,2,3,7.4,Pori,Detached house,0,1,Electric heating,Fair,970,E,149
89,4,1,0,1,39,0,1,1,1.9,Oulu,Apartment,1,0,District heating,Needs renovation,0,D,114
84,4,0,1,1,7,1,1,1,2.8,Tampere,Terraced house,0,1,Electric heating,Excellent,365,C,232
69,3,1,0,0,61,0,2,2,4.0,Helsinki,Apartment,0,0,District heating,Good,0,E,219
68,3,2,0,0,30,0,1,1,1.9,Helsinki,Apartment,0,1,Electric heating,Good,0,D,278
119,5,0,0,3,23,1,2,2,5.5,Tampere,Semi-detached house,0,0,Geothermal,Good,425,C,343
155,6,0,0,2,44,0,1,2,4.7,Helsinki,Detached house,0,1,Wood heating,Good,820,E,629
122,5,0,1,2,29,0,1,1,7.9,Helsinki,Semi-detached house,0,1,Electric heating,Good,550,C,528
67,2,2,0,1,58,0,1,1,2.4,Helsinki,Apartment,0,0,District heating,Needs renovation,0,F,240
42,2,1,0,0,26,0,1,1,4.4,Helsinki,Apartment,0,1,District heating,Good,0,D,173
34,2,1,0,0,87,0,1,1,4.5,Tampere,Apartment,0,0,District heating,Needs renovation,0,F,53
55,2,2,0,1,39,0,1,1,3.6,Espoo,Apartment,1,1,District heating,Good,0,D,181
98,4,0,1,2,12,1,2,2,7.0,Espoo,Detached house,1,1,Air-source heat pump,Excellent,1875,B,513
67,3,0,0,1,4,1,1,1,4.9,Oulu,Terraced house,1,1,Air-source heat pump,Good,495,B,170
117,4,0,0,1,20,1,1,2,1.6,Lahti,Detached house,1,1,District heating,Good,945,C,197
53,3,0,0,1,34,0,1,1,3.9,Helsinki,Apartment,0,1,District heating,Fair,0,D,212
90,4,0,0,1,22,1,1,2,1.2,Turku,Apartment,0,0,District heating,Good,0,C,222
87,4,0,1,1,23,1,2,3,5.8,Espoo,Detached house,1,1,Oil heating,Fair,845,E,344
52,2,1,0,0,22,0,1,1,3.7,Turku,Apartment,0,1,District heating,Fair,0,D,105
49,2,4,0,0,27,0,1,1,20.1,Vantaa,Apartment,0,0,District heating,Good,0,B,96
84,3,3,1,1,9,0,2,2,1.7,Helsinki,Apartment,0,1,District heating,Good,0,C,430
42,2,1,0,1,21,0,1,1,11.2,Vantaa,Apartment,0,0,District heating,Fair,0,D,120
81,3,0,0,1,53,0,2,3,11.6,Turku,Terraced house,0,1,District heating,Good,305,D,151
23,1,6,1,1,1,0,1,1,5.4,Espoo,Apartment,0,1,District heating,New,0,A,126
117,5,0,0,2,64,1,2,3,8.6,Helsinki,Detached house,0,1,District heating,Excellent,920,E,499
46,2,4,1,0,5,0,1,1,3.3,Turku,Apartment,0,0,District heating,Good,0,C,118
70,3,1,0,0,47,0,1,1,5.0,Helsinki,Apartment,0,0,District heating,Needs renovation,0,D,202
150,7,0,1,2,18,1,2,3,6.6,Turku,Detached house,1,1,Electric heating,Good,1945,D,410
50,2,4,0,0,26,0,1,1,2.2,Jyväskylä,Apartment,0,1,District heating,Fair,0,E,94
91,4,4,0,1,48,0,1,1,3.3,Helsinki,Apartment,1,0,Electric heating,Needs renovation,0,E,248
68,3,3,0,0,49,0,1,2,4.4,Helsinki,Apartment,0,1,District heating,Fair,0,E,212
86,3,2,0,0,32,0,2,3,2.1,Turku,Apartment,0,1,District heating,Good,0,C,195
32,1,4,1,0,22,0,1,1,6.7,Helsinki,Apartment,0,1,District heating,Good,0,D,123
61,2,2,1,0,89,0,1,1,4.1,Helsinki,Apartment,0,0,District heating,Good,0,E,200
46,2,1,1,0,3,0,1,1,2.3,Tampere,Apartment,1,1,District heating,Excellent,0,B,158
109,4,0,1,1,26,1,2,3,5.9,Vantaa,Terraced house,0,1,Air-source heat pump,Fair,180,D,229
80,3,2,1,1,28,0,2,2,4.5,Kuopio,Apartment,0,1,District heating,Fair,0,D,133
96,4,0,1,1,13,0,2,2,9.2,Jyväskylä,Semi-detached house,0,1,District heating,Good,1010,C,195
80,3,3,1,0,12,0,1,1,1.0,Turku,Apartment,1,1,District heating,Good,0,C,237
132,5,4,1,1,27,0,2,2,4.9,Helsinki,Apartment,0,1,District heating,Good,0,C,545
109,4,0,0,1,69,1,1,1,1.1,Oulu,Terraced house,1,1,District heating,Needs renovation,520,G,166
68,2,3,1,2,9,0,1,1,7.4,Lahti,Apartment,0,1,District heating,Good,0,A,118
74,3,0,1,1,0,1,1,1,26.4,Vantaa,Terraced house,0,1,Electric heating,New,475,B,188
35,2,2,1,1,29,0,1,1,1.4,Turku,Apartment,0,0,District heating,Fair,0,D,98
41,1,1,0,1,40,0,1,1,2.4,Pori,Apartment,0,1,Air-source heat pump,Excellent,0,C,59
131,5,0,0,2,31,1,2,3,17.5,Vantaa,Detached house,1,1,Air-source heat pump,Fair,2910,D,321
100,4,0,0,2,53,1,1,2,4.0,Tampere,Semi-detached house,0,1,Oil heating,Fair,545,G,179
78,4,5,0,0,36,0,1,1,7.5,Vantaa,Apartment,1,0,Geothermal,Excellent,0,B,216
98,4,0,1,2,5,1,2,2,1.5,Tampere,Apartment,0,1,District heating,Good,0,A,308
83,3,0,0,1,31,1,1,1,10.5,Espoo,Terraced house,1,1,District heating,Good,315,C,267
46,2,7,0,0,77,0,1,1,4.5,Helsinki,Apartment,0,1,District heating,Needs renovation,0,G,146
34,1,2,0,1,21,0,1,1,20.6,Vantaa,Apartment,0,0,District heating,Fair,0,D,70
49,2,1,0,1,55,0,1,1,12.1,Vantaa,Apartment,1,0,Electric heating,Fair,0,F,90
115,4,0,1,2,3,1,3,3,4.9,Oulu,Semi-detached house,1,1,District heating,Good,1810,B,312
108,4,2,0,1,20,0,2,2,18.2,Jyväskylä,Apartment,0,1,District heating,Good,0,D,143
44,2,0,0,1,16,0,1,1,4.2,Espoo,Apartment,0,1,District heating,Good,0,C,164
109,4,0,1,1,15,1,2,3,7.8,Jyväskylä,Detached house,1,1,Geothermal,Fair,1155,C,231
76,3,0,1,1,5,0,2,2,5.0,Tampere,Apartment,0,1,Air-source heat pump,Excellent,0,A,230
28,1,1,1,0,17,0,1,1,2.4,Jyväskylä,Apartment,0,1,District heating,Excellent,0,C,65
187,7,0,0,1,38,1,3,4,7.6,Lahti,Detached house,1,1,Electric heating,Good,1030,D,262
118,5,0,1,1,25,1,2,2,22.9,Vantaa,Apartment,0,0,District heating,Needs renovation,0,C,184
135,4,13,1,1,2,0,2,2,4.8,Helsinki,Apartment,1,1,District heating,New,0,A,719
74,3,1,0,0,16,0,1,1,3.3,Helsinki,Apartment,0,1,District heating,Fair,0,C,288
126,5,0,1,1,32,1,2,2,8.7,Espoo,Detached house,1,1,Air-source heat pump,Good,1075,C,500
72,2,0,1,1,25,1,1,1,0.8,Pori,Apartment,0,1,Air-source heat pump,Excellent,0,C,102
60,2,1,1,1,51,0,1,1,2.2,Turku,Apartment,0,1,District heating,Good,0,E,128
99,4,0,0,1,17,1,1,1,17.3,Vantaa,Terraced house,0,1,Electric heating,Good,440,E,213
60,2,1,0,1,50,0,1,1,3.3,Tampere,Apartment,0,0,District heating,Good,0,E,145
97,4,0,0,2,12,0,1,1,3.9,Lahti,Apartment,0,1,District heating,Excellent,0,B,158
91,4,0,0,2,95,1,1,1,11.5,Helsinki,Semi-detached house,0,0,Oil heating,Good,530,F,309
55,2,2,0,1,31,0,1,1,7.1,Jyväskylä,Apartment,0,1,Air-source heat pump,Good,0,C,100
55,3,0,0,1,70,1,1,1,5.2,Turku,Apartment,0,0,District heating,Fair,0,F,98
138,5,0,1,2,37,1,2,2,7.1,Oulu,Detached house,0,1,Air-source heat pump,Good,720,D,200
53,2,3,0,1,32,0,1,1,3.2,Espoo,Apartment,0,0,Geothermal,Fair,0,D,189
67,4,1,1,1,14,0,1,1,3.5,Lahti,Apartment,0,1,Geothermal,Good,0,B,127
89,4,2,1,1,16,0,1,1,8.2,Vantaa,Apartment,0,1,District heating,Good,0,C,232
128,5,0,1,3,8,1,2,2,17.7,Kuopio,Terraced house,0,1,Wood heating,Needs renovation,465,D,130
132,6,0,0,1,48,1,2,2,12.1,Oulu,Detached house,0,1,Electric heating,Good,1465,E,183
35,2,4,0,0,78,0,1,1,4.0,Espoo,Apartment,0,0,District heating,Fair,0,F,85
86,3,0,1,2,27,1,1,1,6.6,Helsinki,Semi-detached house,0,1,Air-source heat pump,Needs renovation,285,D,284
98,3,4,1,1,17,0,2,2,4.1,Helsinki,Apartment,0,1,District heating,Fair,0,C,443
92,4,0,0,2,42,1,1,1,4.8,Kuopio,Detached house,1,1,Geothermal,Fair,2395,E,172
45,1,1,0,1,45,0,1,1,1.8,Helsinki,Apartment,0,1,District heating,Fair,0,F,188
71,3,7,0,1,39,0,1,1,2.8,Tampere,Apartment,0,0,District heating,Fair,0,D,173
51,3,4,1,0,31,0,1,1,6.3,Espoo,Apartment,0,0,District heating,Needs renovation,0,D,143
190,8,0,0,1,60,1,2,3,8.2,Kuopio,Detached house,1,1,Air-source heat pump,Needs renovation,2385,E,194
70,2,0,0,1,61,0,1,1,3.1,Pori,Apartment,0,0,District heating,Fair,0,E,63
49,2,0,1,1,13,0,1,1,6.4,Espoo,Apartment,0,0,District heating,Needs renovation,0,C,149
71,3,0,0,0,11,1,2,2,9.2,Tampere,Semi-detached house,1,0,Electric heating,Good,620,B,192
121,5,0,1,1,60,1,3,3,20.1,Lahti,Detached house,1,1,Wood heating,Needs renovation,1350,G,104
27,1,0,1,0,2,1,1,1,15.4,Vantaa,Apartment,0,1,District heating,New,0,A,77
60,3,6,0,0,10,0,1,1,11.7,Espoo,Apartment,0,1,District heating,Good,0,C,194
121,5,0,1,2,44,1,1,2,5.2,Tampere,Detached house,1,1,District heating,Good,1070,F,317
66,3,0,0,1,12,1,2,2,10.0,Vantaa,Semi-detached house,1,0,Geothermal,Good,405,B,182
66,2,2,1,1,20,0,1,1,2.5,Helsinki,Apartment,0,1,District heating,Good,0,C,321
94,3,0,0,0,32,1,2,2,0.7,Tampere,Apartment,0,0,District heating,Fair,0,E,192
